"State","Year","Month","Final_Case","Final_Death"
"south carolina",2022,"Apr",6145,180
"south dakota",2020,"Jan",0,0
"south dakota",2020,"Feb",0,0
"south dakota",2020,"Mar",110,1
"south dakota",2020,"Apr",2352,16
"south dakota",2020,"May",2558,59
"south dakota",2020,"Jun",1812,29
"south dakota",2020,"Jul",2019,40
"south dakota",2020,"Aug",4779,37
"south dakota",2020,"Sep",8920,56
"south dakota",2020,"Oct",23624,202
"south dakota",2020,"Nov",34491,521
"south dakota",2020,"Dec",18718,545
"south dakota",2021,"Jan",9152,293
"south dakota",2021,"Feb",4216,116
"south dakota",2021,"Mar",5388,48
"south dakota",2021,"Apr",4939,34
"south dakota",2021,"May",1560,50
"south dakota",2021,"Jun",414,21
"south dakota",2021,"Jul",699,13
"south dakota",2021,"Aug",7052,26
"south dakota",2021,"Sep",12777,73
"south dakota",2021,"Oct",9474,94
"south dakota",2021,"Nov",11760,102
"south dakota",2021,"Dec",13056,155
"south dakota",2022,"Jan",47210,165
"south dakota",2022,"Feb",9523,158
"south dakota",2022,"Mar",1294,79
"south dakota",2022,"Apr",710,29
"tennessee",2020,"Jan",0,0
"tennessee",2020,"Feb",0,0
"tennessee",2020,"Mar",2489,23
"tennessee",2020,"Apr",9848,215
"tennessee",2020,"May",11467,173
"tennessee",2020,"Jun",20422,248
"tennessee",2020,"Jul",60844,477
"tennessee",2020,"Aug",48796,727
"tennessee",2020,"Sep",41128,756
"tennessee",2020,"Oct",62933,964
"tennessee",2020,"Nov",113676,1285
"tennessee",2020,"Dec",214432,2350
"tennessee",2021,"Jan",136077,2767
"tennessee",2021,"Feb",47296,1937
"tennessee",2021,"Mar",37683,546
"tennessee",2021,"Apr",35506,370
"tennessee",2021,"May",17228,279
"tennessee",2021,"Jun",6616,250
"tennessee",2021,"Jul",32151,211
"tennessee",2021,"Aug",162064,781
"tennessee",2021,"Sep",170288,1695
"tennessee",2021,"Oct",50690,1187
"tennessee",2021,"Nov",36376,833
"tennessee",2021,"Dec",119656,3663
"tennessee",2022,"Jan",443146,1909
"tennessee",2022,"Feb",127074,1888
"tennessee",2022,"Mar",13129,1125
"tennessee",2022,"Apr",13141,629
"texas",2020,"Jan",0,0
"texas",2020,"Feb",0,0
"texas",2020,"Mar",3877,76
"texas",2020,"Apr",20789,856
"texas",2020,"May",29730,958
"texas",2020,"Jun",112983,990
"texas",2020,"Jul",253146,5176
"texas",2020,"Aug",235755,5744
"texas",2020,"Sep",130045,3206
"texas",2020,"Oct",147045,2503
"texas",2020,"Nov",302509,3492
"texas",2020,"Dec",568977,5867
"texas",2021,"Jan",610135,9191
"texas",2021,"Feb",286024,6721
"texas",2021,"Mar",142170,4558
"texas",2021,"Apr",101538,1978
"texas",2021,"May",62794,1295
"texas",2021,"Jun",49272,836
"texas",2021,"Jul",138014,956
"texas",2021,"Aug",472365,3775
"texas",2021,"Sep",457522,8354
"texas",2021,"Oct",176375,6015
"texas",2021,"Nov",95157,2637
"texas",2021,"Dec",259898,1923
"texas",2022,"Jan",1634966,3723
"texas",2022,"Feb",359032,5462
"texas",2022,"Mar",122441,2976
"texas",2022,"Apr",104702,711
"utah",2020,"Jan",0,0
"utah",2020,"Feb",0,0
"utah",2020,"Mar",922,5
"utah",2020,"Apr",3970,54
"utah",2020,"May",5146,68
"utah",2020,"Jun",12428,59
"utah",2020,"Jul",17984,132
"utah",2020,"Aug",11919,104
"utah",2020,"Sep",20942,52
"utah",2020,"Oct",41614,146
"utah",2020,"Nov",81051,269
"utah",2020,"Dec",80906,398
"utah",2021,"Jan",70018,396
"utah",2021,"Feb",24644,272
"utah",2021,"Mar",14459,189
"utah",2021,"Apr",11714,80
"utah",2021,"May",8867,100
"utah",2021,"Jun",8992,70
"utah",2021,"Jul",17328,81
"utah",2021,"Aug",31962,186
"utah",2021,"Sep",44077,300
"utah",2021,"Oct",41395,280
"utah",2021,"Nov",45926,321
"utah",2021,"Dec",41201,264
"utah",2022,"Jan",248531,331
"utah",2022,"Feb",37394,296
"utah",2022,"Mar",5316,308
"utah",2022,"Apr",4363,33
"vermont",2020,"Jan",0,0
"vermont",2020,"Feb",0,0
"vermont",2020,"Mar",325,15
"vermont",2020,"Apr",752,56
"vermont",2020,"May",127,7
"vermont",2020,"Jun",231,1
"vermont",2020,"Jul",214,1
"vermont",2020,"Aug",217,1
"vermont",2020,"Sep",138,0
"vermont",2020,"Oct",431,0
"vermont",2020,"Nov",2001,11
"vermont",2020,"Dec",3247,67
"vermont",2021,"Jan",4565,38
"vermont",2021,"Feb",3275,31
"vermont",2021,"Mar",4089,23
"vermont",2021,"Apr",3679,19
"vermont",2021,"May",1279,9
"vermont",2021,"Jun",198,1
"vermont",2021,"Jul",484,4
"vermont",2021,"Aug",3315,16
"vermont",2021,"Sep",5465,41
"vermont",2021,"Oct",6815,47
"vermont",2021,"Nov",10229,46
"vermont",2021,"Dec",15439,61
"vermont",2022,"Jan",42539,65
"vermont",2022,"Feb",9346,63
"vermont",2022,"Mar",17421,33
"vermont",2022,"Apr",7897,20
"virgin islands",2020,"Jan",0,0
"virgin islands",2020,"Feb",0,0
"virgin islands",2020,"Mar",30,0
"virgin islands",2020,"Apr",36,4
"virgin islands",2020,"May",3,2
"virgin islands",2020,"Jun",12,0
"virgin islands",2020,"Jul",325,2
"virgin islands",2020,"Aug",728,6
"virgin islands",2020,"Sep",184,6
"virgin islands",2020,"Oct",64,1
"virgin islands",2020,"Nov",168,2
"virgin islands",2020,"Dec",492,0
"virgin islands",2021,"Jan",385,1
"virgin islands",2021,"Feb",225,1
"virgin islands",2021,"Mar",261,1
"virgin islands",2021,"Apr",218,1
"virgin islands",2021,"May",343,0
"virgin islands",2021,"Jun",437,3
"virgin islands",2021,"Jul",750,7
"virgin islands",2021,"Aug",1295,18
"virgin islands",2021,"Sep",834,16
"virgin islands",2021,"Oct",446,10
"virgin islands",2021,"Nov",307,6
"virgin islands",2021,"Dec",4349,2
"virgin islands",2022,"Jan",5222,12
"virgin islands",2022,"Feb",528,8
"virgin islands",2022,"Mar",238,2
"virgin islands",2022,"Apr",670,0
"virginia",2020,"Jan",0,0
"virginia",2020,"Feb",0,0
"virginia",2020,"Mar",1276,32
"virginia",2020,"Apr",14671,738
"virginia",2020,"May",28842,837
"virginia",2020,"Jun",18338,427
"virginia",2020,"Jul",27255,437
"virginia",2020,"Aug",30855,441
"virginia",2020,"Sep",27894,648
"virginia",2020,"Oct",33086,473
"virginia",2020,"Nov",56743,449
"virginia",2020,"Dec",111983,997
"virginia",2021,"Jan",155477,1453
"virginia",2021,"Feb",72054,2134
"virginia",2021,"Mar",43665,1868
"virginia",2021,"Apr",41150,548
"virginia",2021,"May",16609,437
"virginia",2021,"Jun",6181,274
"virginia",2021,"Jul",14991,169
"virginia",2021,"Aug",72087,317
"virginia",2021,"Sep",100728,926
"virginia",2021,"Oct",58186,1187
"virginia",2021,"Nov",44944,849
"virginia",2021,"Dec",149782,890
"virginia",2022,"Jan",427169,663
"virginia",2022,"Feb",95542,2575
"virginia",2022,"Mar",32044,1014
"virginia",2022,"Apr",34086,586
"washington",2020,"Jan",0,0
"washington",2020,"Feb",6,1
"washington",2020,"Mar",5734,227
"washington",2020,"Apr",10181,611
"washington",2020,"May",7607,287
"washington",2020,"Jun",11794,180
"washington",2020,"Jul",24147,300
"washington",2020,"Aug",17916,309
"washington",2020,"Sep",13961,188
"washington",2020,"Oct",21345,245
"washington",2020,"Nov",61154,417
"washington",2020,"Dec",75215,717
"washington",2021,"Jan",65552,844
"washington",2021,"Feb",28633,685
"washington",2021,"Mar",24962,318
"washington",2021,"Apr",39142,260
"washington",2021,"May",33100,293
"washington",2021,"Jun",17948,327
"washington",2021,"Jul",22534,203
"washington",2021,"Aug",90671,455
"washington",2021,"Sep",94825,1159
"washington",2021,"Oct",68198,925
"washington",2021,"Nov",49084,686
"washington",2021,"Dec",74867,559
"washington",2022,"Jan",492049,932
"washington",2022,"Feb",93088,1104
"washington",2022,"Mar",31338,630
"washington",2022,"Apr",38518,225
"west virginia",2020,"Jan",0,0
"west virginia",2020,"Feb",0,0
"west virginia",2020,"Mar",166,1
"west virginia",2020,"Apr",1022,61
"west virginia",2020,"May",976,36
"west virginia",2020,"Jun",953,20
"west virginia",2020,"Jul",3729,23
"west virginia",2020,"Aug",3733,101
"west virginia",2020,"Sep",5625,143
"west virginia",2020,"Oct",8618,107
"west virginia",2020,"Nov",23415,298
"west virginia",2020,"Dec",37516,640
"west virginia",2021,"Jan",35945,692
"west virginia",2021,"Feb",10963,281
"west virginia",2021,"Mar",10192,403
"west virginia",2021,"Apr",11643,168
"west virginia",2021,"May",8264,117
"west virginia",2021,"Jun",2867,103
"west virginia",2021,"Jul",3033,58
"west virginia",2021,"Aug",22692,148
"west virginia",2021,"Sep",50776,599
"west virginia",2021,"Oct",32090,769
"west virginia",2021,"Nov",23492,466
"west virginia",2021,"Dec",33382,472
"west virginia",2022,"Jan",118616,431
"west virginia",2022,"Feb",43505,559
"west virginia",2022,"Mar",8006,519
"west virginia",2022,"Apr",3294,145
"wisconsin",2020,"Jan",0,0
"wisconsin",2020,"Feb",0,0
"wisconsin",2020,"Mar",1475,43
"wisconsin",2020,"Apr",5471,314
"wisconsin",2020,"May",11570,293
"wisconsin",2020,"Jun",10301,165
"wisconsin",2020,"Jul",24318,163
"wisconsin",2020,"Aug",22712,208
"wisconsin",2020,"Sep",48855,216
"wisconsin",2020,"Oct",115629,937
"wisconsin",2020,"Nov",173877,1157
"wisconsin",2020,"Dec",108723,1764
"wisconsin",2021,"Jan",71786,1206
"wisconsin",2021,"Feb",25279,593
"wisconsin",2021,"Mar",18742,323
"wisconsin",2021,"Apr",24504,249
"wisconsin",2021,"May",14073,311
"wisconsin",2021,"Jun",3394,280
"wisconsin",2021,"Jul",9633,245
"wisconsin",2021,"Aug",46755,182
"wisconsin",2021,"Sep",76230,433
"wisconsin",2021,"Oct",72320,532
"wisconsin",2021,"Nov",98330,598
"wisconsin",2021,"Dec",139899,1186
"wisconsin",2022,"Jan",395977,1208
"wisconsin",2022,"Feb",55481,935
"wisconsin",2022,"Mar",13370,1015
"wisconsin",2022,"Apr",23700,117
"wyoming",2020,"Jan",0,0
"wyoming",2020,"Feb",0,0
"wyoming",2020,"Mar",109,0
"wyoming",2020,"Apr",456,7
"wyoming",2020,"May",352,9
"wyoming",2020,"Jun",593,4
"wyoming",2020,"Jul",1251,7
"wyoming",2020,"Aug",1223,11
"wyoming",2020,"Sep",2197,53
"wyoming",2020,"Oct",7369,47
"wyoming",2020,"Nov",20065,148
"wyoming",2020,"Dec",11143,232
"wyoming",2021,"Jan",7536,159
"wyoming",2021,"Feb",2576,78
"wyoming",2021,"Mar",1942,30
"wyoming",2021,"Apr",1853,7
"wyoming",2021,"May",2019,13
"wyoming",2021,"Jun",2172,34
"wyoming",2021,"Jul",2842,29
"wyoming",2021,"Aug",10012,82
"wyoming",2021,"Sep",15467,138
"wyoming",2021,"Oct",12326,178
"wyoming",2021,"Nov",8169,255
"wyoming",2021,"Dec",4581,99
"wyoming",2022,"Jan",30867,99
"wyoming",2022,"Feb",8608,111
"wyoming",2022,"Mar",1037,73
"wyoming",2022,"Apr",516,21
